CMDLINE ./proj3 test/usa.txt test/usa100.txt
MEM 14.503906 1542680759.2433
MEM 14.503906 1542680759.3457
MEM 14.503906 1542680759.4468
MEM 14.503906 1542680759.5486
MEM 14.503906 1542680759.6497
MEM 14.503906 1542680759.7507
MEM 14.503906 1542680759.8520
MEM 14.503906 1542680759.9528
MEM 14.503906 1542680760.0545
CMDLINE ./proj3 test/usa.txt test/usa100.txt
MEM 1.687500 1542680909.5427
MEM 7.019531 1542680909.5944
MEM 14.429688 1542680909.6464
MEM 14.511719 1542680909.6997
MEM 14.511719 1542680909.7502
MEM 14.511719 1542680909.8011
MEM 14.511719 1542680909.8517
MEM 14.511719 1542680909.9022
MEM 14.511719 1542680909.9535
MEM 14.511719 1542680910.0050
MEM 14.511719 1542680910.0566
MEM 14.511719 1542680910.1090
MEM 14.511719 1542680910.1596
MEM 14.511719 1542680910.2105
MEM 14.511719 1542680910.2616
MEM 14.511719 1542680910.3125
MEM 14.511719 1542680910.3630
MEM 14.511719 1542680910.4146
MEM 14.511719 1542680910.4663
MEM 14.511719 1542680910.5168
MEM 14.511719 1542680910.5681
MEM 14.511719 1542680910.6196
MEM 14.511719 1542680910.6705
MEM 14.511719 1542680910.7215
MEM 14.511719 1542680910.7723
MEM 14.511719 1542680910.8228
MEM 14.511719 1542680910.8743
MEM 14.511719 1542680910.9258
MEM 14.511719 1542680910.9764
MEM 14.511719 1542680911.0275
MEM 14.511719 1542680911.0799
MEM 14.511719 1542680911.1305
MEM 14.511719 1542680911.1810
MEM 14.511719 1542680911.2317
MEM 14.511719 1542680911.2837
MEM 14.511719 1542680911.3343
MEM 14.511719 1542680911.3864
MEM 14.511719 1542680911.4388
MEM 14.511719 1542680911.4893
MEM 14.511719 1542680911.5401
MEM 14.511719 1542680911.5910
MEM 14.511719 1542680911.6422
MEM 14.511719 1542680911.6934
MEM 14.511719 1542680911.7441
MEM 14.511719 1542680911.7949
MEM 14.511719 1542680911.8469
MEM 14.511719 1542680911.8981
MEM 14.511719 1542680911.9489
MEM 14.511719 1542680911.9994
MEM 14.511719 1542680912.0501
MEM 14.511719 1542680912.1007
MEM 14.511719 1542680912.1564
MEM 14.511719 1542680912.2070
MEM 14.511719 1542680912.2576
MEM 14.511719 1542680912.3096
MEM 14.511719 1542680912.3606
MEM 14.511719 1542680912.4112
MEM 14.511719 1542680912.4624
MEM 14.511719 1542680912.5138
MEM 14.511719 1542680912.5649
MEM 14.511719 1542680912.6155
MEM 14.511719 1542680912.6661
MEM 14.511719 1542680912.7184
MEM 14.511719 1542680912.7691
MEM 14.511719 1542680912.8205
MEM 14.511719 1542680912.8711
MEM 14.511719 1542680912.9216
MEM 14.511719 1542680912.9723
MEM 14.511719 1542680913.0238
MEM 14.511719 1542680913.0750
MEM 14.511719 1542680913.1256
MEM 14.511719 1542680913.1761
MEM 14.511719 1542680913.2277
MEM 14.511719 1542680913.2807
MEM 14.511719 1542680913.3311
MEM 14.511719 1542680913.3822
MEM 14.511719 1542680913.4327
MEM 14.511719 1542680913.4844
MEM 14.511719 1542680913.5358
MEM 14.511719 1542680913.5866
MEM 14.511719 1542680913.6373
MEM 14.511719 1542680913.6885
CMDLINE ./proj3 test/usa.txt test/usa100.txt
MEM 1.894531 1542681724.4065
MEM 7.800781 1542681724.4579
MEM 14.437500 1542681724.5093
MEM 14.519531 1542681724.5599
MEM 14.519531 1542681724.6105
MEM 14.519531 1542681724.6615
MEM 14.519531 1542681724.7121
MEM 14.519531 1542681724.7631
MEM 14.519531 1542681724.8141
MEM 14.519531 1542681724.8650
MEM 14.519531 1542681724.9158
MEM 14.519531 1542681724.9670
MEM 14.519531 1542681725.0183
MEM 14.519531 1542681725.0691
MEM 14.519531 1542681725.1200
MEM 14.519531 1542681725.1725
MEM 14.519531 1542681725.2250
MEM 14.519531 1542681725.2756
MEM 14.519531 1542681725.3263
MEM 14.519531 1542681725.3772
MEM 14.519531 1542681725.4277
MEM 14.519531 1542681725.4782
MEM 14.519531 1542681725.5296
MEM 14.519531 1542681725.5808
MEM 14.519531 1542681725.6320
MEM 14.519531 1542681725.6836
MEM 14.519531 1542681725.7356
MEM 14.519531 1542681725.7867
MEM 14.519531 1542681725.8373
MEM 14.519531 1542681725.8885
MEM 14.519531 1542681725.9396
MEM 14.519531 1542681725.9919
MEM 14.519531 1542681726.0442
MEM 14.519531 1542681726.0948
MEM 14.519531 1542681726.1453
MEM 14.519531 1542681726.1965
MEM 14.519531 1542681726.2474
MEM 14.519531 1542681726.2980
MEM 14.519531 1542681726.3491
MEM 14.519531 1542681726.4006
MEM 14.519531 1542681726.4513
MEM 14.519531 1542681726.5034
MEM 14.519531 1542681726.5552
MEM 14.519531 1542681726.6059
MEM 14.519531 1542681726.6572
MEM 14.519531 1542681726.7081
MEM 14.519531 1542681726.7589
MEM 14.519531 1542681726.8094
MEM 14.519531 1542681726.8601
MEM 14.519531 1542681726.9123
MEM 14.519531 1542681726.9633
MEM 14.519531 1542681727.0155
MEM 14.519531 1542681727.0668
MEM 14.519531 1542681727.1180
MEM 14.519531 1542681727.1695
MEM 14.519531 1542681727.2203
MEM 14.519531 1542681727.2709
MEM 14.519531 1542681727.3216
MEM 14.519531 1542681727.3731
MEM 14.519531 1542681727.4258
MEM 14.519531 1542681727.4767
MEM 14.519531 1542681727.5273
MEM 14.519531 1542681727.5786
MEM 14.519531 1542681727.6308
MEM 14.519531 1542681727.6813
MEM 14.519531 1542681727.7334
MEM 14.519531 1542681727.7845
MEM 14.519531 1542681727.8353
MEM 14.519531 1542681727.8875
MEM 14.519531 1542681727.9380
MEM 14.519531 1542681727.9889
MEM 14.519531 1542681728.0411
MEM 14.519531 1542681728.0919
MEM 14.519531 1542681728.1450
MEM 14.519531 1542681728.1961
MEM 14.519531 1542681728.2468
MEM 14.519531 1542681728.2975
MEM 14.519531 1542681728.3484
MEM 14.519531 1542681728.3995
MEM 14.519531 1542681728.4500
MEM 14.519531 1542681728.5023
CMDLINE ./proj3 test/usa.txt test/usa100.txt
MEM 0.875000 1542681790.3269
MEM 8.535156 1542681790.3779
MEM 14.394531 1542681790.4300
MEM 14.476562 1542681790.4822
MEM 14.476562 1542681790.5330
MEM 14.476562 1542681790.5837
MEM 14.476562 1542681790.6344
MEM 14.476562 1542681790.6853
MEM 14.476562 1542681790.7365
MEM 14.476562 1542681790.7876
MEM 14.476562 1542681790.8395
MEM 14.476562 1542681790.8918
MEM 14.476562 1542681790.9429
MEM 14.476562 1542681790.9936
MEM 14.476562 1542681791.0449
MEM 14.476562 1542681791.0961
MEM 14.476562 1542681791.1474
MEM 14.476562 1542681791.1991
MEM 14.476562 1542681791.2515
MEM 14.476562 1542681791.3037
MEM 14.476562 1542681791.3546
MEM 14.476562 1542681791.4055
MEM 14.476562 1542681791.4570
MEM 14.476562 1542681791.5088
MEM 14.476562 1542681791.5608
MEM 14.476562 1542681791.6117
MEM 14.476562 1542681791.6624
MEM 14.476562 1542681791.7137
MEM 14.476562 1542681791.7643
MEM 14.476562 1542681791.8150
MEM 14.476562 1542681791.8662
MEM 14.476562 1542681791.9180
MEM 14.476562 1542681791.9688
MEM 14.476562 1542681792.0207
MEM 14.476562 1542681792.0732
MEM 14.476562 1542681792.1237
MEM 14.476562 1542681792.1747
MEM 14.476562 1542681792.2261
MEM 14.476562 1542681792.2776
MEM 14.476562 1542681792.3295
MEM 14.476562 1542681792.3816
MEM 14.476562 1542681792.4337
MEM 14.476562 1542681792.4845
MEM 14.476562 1542681792.5354
MEM 14.476562 1542681792.5866
MEM 14.476562 1542681792.6373
MEM 14.476562 1542681792.6887
MEM 14.476562 1542681792.7403
MEM 14.476562 1542681792.7920
MEM 14.476562 1542681792.8434
MEM 14.476562 1542681792.8940
MEM 14.476562 1542681792.9460
MEM 14.476562 1542681792.9968
MEM 14.476562 1542681793.0477
MEM 14.476562 1542681793.0997
MEM 14.476562 1542681793.1524
MEM 14.476562 1542681793.2033
MEM 14.476562 1542681793.2540
MEM 14.476562 1542681793.3052
MEM 14.476562 1542681793.3558
MEM 14.476562 1542681793.4069
MEM 14.476562 1542681793.4588
MEM 14.476562 1542681793.5101
MEM 14.476562 1542681793.5626
MEM 14.476562 1542681793.6135
MEM 14.476562 1542681793.6642
MEM 14.476562 1542681793.7151
MEM 14.476562 1542681793.7665
MEM 14.476562 1542681793.8176
MEM 14.476562 1542681793.8693
MEM 14.476562 1542681793.9215
MEM 14.476562 1542681793.9730
MEM 14.476562 1542681794.0236
MEM 14.476562 1542681794.0742
MEM 14.476562 1542681794.1250
MEM 14.476562 1542681794.1760
MEM 14.476562 1542681794.2274
MEM 14.476562 1542681794.2792
CMDLINE ./proj3 test/usa.txt test/usa100.txt
MEM 0.867188 1542681980.2669
MEM 8.785156 1542681980.3190
MEM 13.179688 1542681980.3712
MEM 14.468750 1542681980.4218
MEM 14.468750 1542681980.4729
MEM 14.468750 1542681980.5240
MEM 14.468750 1542681980.5750
MEM 14.468750 1542681980.6265
MEM 14.468750 1542681980.6781
MEM 14.468750 1542681980.7307
MEM 14.468750 1542681980.7821
MEM 14.468750 1542681980.8330
MEM 14.468750 1542681980.8839
MEM 14.468750 1542681980.9348
MEM 14.468750 1542681980.9866
MEM 14.468750 1542681981.0385
MEM 14.468750 1542681981.0891
MEM 14.468750 1542681981.1414
MEM 14.468750 1542681981.1920
MEM 14.468750 1542681981.2427
MEM 14.468750 1542681981.2933
MEM 14.468750 1542681981.3442
MEM 14.468750 1542681981.3955
MEM 14.468750 1542681981.4469
MEM 14.468750 1542681981.4975
MEM 14.468750 1542681981.5484
MEM 14.468750 1542681981.5990
MEM 14.468750 1542681981.6516
MEM 14.468750 1542681981.7028
MEM 14.468750 1542681981.7534
MEM 14.468750 1542681981.8044
MEM 14.468750 1542681981.8554
MEM 14.468750 1542681981.9067
MEM 14.468750 1542681981.9575
MEM 14.468750 1542681982.0087
MEM 14.468750 1542681982.0603
MEM 14.468750 1542681982.1127
MEM 14.468750 1542681982.1639
MEM 14.468750 1542681982.2150
MEM 14.468750 1542681982.2666
MEM 14.468750 1542681982.3191
MEM 14.468750 1542681982.3713
MEM 14.468750 1542681982.4232
MEM 14.468750 1542681982.4739
MEM 14.468750 1542681982.5251
MEM 14.468750 1542681982.5761
MEM 14.468750 1542681982.6277
MEM 14.468750 1542681982.6784
MEM 14.468750 1542681982.7307
MEM 14.468750 1542681982.7817
MEM 14.468750 1542681982.8327
MEM 14.468750 1542681982.8847
MEM 14.468750 1542681982.9358
MEM 14.468750 1542681982.9863
MEM 14.468750 1542681983.0383
MEM 14.468750 1542681983.0907
MEM 14.468750 1542681983.1433
MEM 14.468750 1542681983.1944
MEM 14.468750 1542681983.2451
MEM 14.468750 1542681983.2967
MEM 14.468750 1542681983.3483
MEM 14.468750 1542681983.3996
MEM 14.468750 1542681983.4518
MEM 14.468750 1542681983.5025
MEM 14.468750 1542681983.5532
MEM 14.468750 1542681983.6041
MEM 14.468750 1542681983.6551
MEM 14.468750 1542681983.7065
MEM 14.468750 1542681983.7584
MEM 14.468750 1542681983.8106
MEM 14.468750 1542681983.8627
MEM 14.468750 1542681983.9138
MEM 14.468750 1542681983.9646
MEM 14.468750 1542681984.0161
